code,current,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,reason,hero,influence,philosophy,sporting_relatives,ritual,other_sports
1561319,TRUE,GRAMBUSCH Mats,GRAMBUSCH M,Mats GRAMBUSCH,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Men'],11/4/92,MONCHENGLADBACH,Germany,COLOGNE,Germany,MG0,,"Athlete, business owner, student","Business Studies - University of Cologne, Germany","Brother, Tom","English., German",Club: Pasha Gademan (NED)<br>National: Andre Henning (GER),,"Hockey player Christopher Zeller (GER), three-time Olympic medallist (two gold, one bronze), 2006 World Cup champion",,,"Brother, Tom Grambusch (hockey), bronze medallist at Rio 2016",,
1561320,TRUE,MILTKAU Marco,MILTKAU M,Marco MILTKAU,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Men'],8/18/90,HAMBURG,Germany,,,,,Athlete,,,German,National: Andre Henning (GER),,,,,,,Indoor hockey: Claimed silver for Germany at the Indoor Hockey World Cup in 2018
1561321,TRUE,MUELLER Mathias,MUELLER M,Mathias MUELLER,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Men'],4/3/92,HAMBURG,Germany,,,,,Athlete,"Bachelor of Arts, Business Administration, Hochschule Fresenius, Cologne, Germany (2013-18), Master of Arts, General Management, IU International University of Applied Sciences, Germany  (2018-2021)","Brother, Marius",German,Club: Robert Tigges (NED)<br>National: Andre Henning (GER),,,,,,,
1561322,TRUE,RUEHR Christopher,RUEHR C,Christopher RUEHR,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Men'],12/19/93,DUSSELDORF,Germany,COLOGNE,Germany,"Ruhrich, CR17",,"Athlete, student","Studying Medicine, University of Cologne, Germany (2020-present)",,"English, German",Coach: Pasha Gademan (NED)<br>National: Andre Henning (GER),His three older siblings all played hockey,,,,,,
1561323,TRUE,WINDFEDER Lukas,WINDFEDER L,Lukas WINDFEDER,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Men'],5/11/95,MULHEIM AN DER RUHR,Germany,MULHEIM AN DER RUHR,Germany,,Playing tennis,Athlete,"Law - Heinrich Heine University Dusseldorf, Germany (2014-2019)","Sister, Katharina","English, German",Club: Tobias Matania (GER)<br>National: Andre Henning (GER),"His father played hockey, so he introduced him and his older sister to the sport",,,,"Sister, Katharina Windfeder (indoor hockey), played for Germany at the 2015 Indoor World Cup",,
1561324,TRUE,ZWICKER Martin,ZWICKER M,Martin ZWICKER,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Men'],2/27/87,KOTHEN,Germany,,,Zwick,"Watching movies and TV series, listening to music, following basketball and football",Athlete,"Sports Science - Humboldt University, Berlin, GER","Father, Detlef","English., German",Club: Stan Huijsmans  (NED)<br>National: Andre Henning (GER),"Learned to play hockey from his father, former German Democratic Republic (GDR) national player Detlef Zwicker","Basketball player Carmelo Anthony (USA), played 19 seasons in the National Basketball Association (NBA) from 2003 to 2022 with six different teams, 10-time NBA All-star, four-time Olympic medallist (three gold, one bronze), 2006 World Cup champion",,,"Father, Detlef Zwicker (hockey), recorded over 90 caps for the German Democratic Republic",,
1561325,TRUE,GROSSE Johannes,GROSSE J,Johannes GROSSE,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Men'],1/7/97,BERLIN,Germany,COLOGNE,Germany,"JoJo, Crespo",,"Athlete, student","Computer science at Fern University in Hagen, Germany","Father, Thomas Bottcher",German,Club: Pasha Gademan (NED)<br>National: Andre Henning (GER),His father and his older sister played hockey,,His father and coach Andre Henning,,,Always puts on his right shoe first,
1561329,TRUE,HUSE Viktoria,HUSE V,Viktoria HUSE,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Women'],10/24/95,BRAUNSCHWEIG,Germany,HAMBURG,Germany,,,"Athlete, student","Sports Science, Teaching, University of Hamburg, Germany",,German,National: Valentin Altenburg (GER),"She practised hockey, handball and football growing up, but she was influenced to pursue hockey by her mother who was also a hockey player",,,,,,Indoor hockey: Represented Germany at the 2016 EuroHockey Indoor Championships and Indoor Hockey World Cup in 2018
1561330,TRUE,LORENZ Nike,LORENZ N,Nike LORENZ,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Women'],3/12/97,BERLIN,Germany,,Germany,,,Athlete,"Cultural Studies, Economics, University of Mannheim, Germany (2016-2020). Germanic Studies, University of Maryland, USA (2018). MSc Entrepreneurship, Innovation and Management, University of Nottingham, England , GBR (2021-2022)","Father, Micky. Mother, Steffen. Brother, Yannick","English, German",National: Valentin Altenburg (GER),"""I was raised in a hockey family, so I was naturally inspired by the passion they had for the sport and I just wanted to give it a try. I started my career by playing for a smaller club in my hometown and really felt a connection to the sport. After 11 years, I saw an opportunity for myself in the sport and wanted to take it from a hobby to another level."" (blog.stx.com, 3 May 2019)",,Her parents,"""The thing I love the most about hockey is having the opportunity to spend time with some of my closest friends. When you play for a club, your teammates become family. We all share a common goal and appreciation for the sport, which strengthens that bond even further. Whether it's my best or worst day on the pitch, I'm always able to enjoy having the time with my friends."" (myInfo)",,,
1561332,TRUE,ORUZ Selin,ORUZ S,Selin ORUZ,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Women'],2/5/97,KREFELD,Germany,DUESSLDORF,Germany,,"Fashion, travelling","Athlete, doctor","Medicine, University of Dusseldorf, Germany","Father, Galip. Brother, Timur",German,National: Valentin Altenburg (GER),"Followed her older brother Timur into the sport. ""At the beginning, Timur was my role model."" (selinoruz.de, 1 Jan 2020; stockheim-teamrio.de, 6 Oct 2015)",,,,"Brother, Timur Oruz (hockey), played more than 100 matches for Germany, including at two Olympic Games (2016 and 2020)",,
1561334,TRUE,PIEPER Cecile,PIEPER C,Cecile PIEPER,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Women'],8/31/94,HEIDELBERG,Germany,THE HAGUE,Netherlands,Pipi,"Spending time with family and friends, going out to restaurants, drinking coffee, reading, listening to true-crime podcasts","Athlete, retail marketing specialist","Received a Bachelor's degree Psychology in 2017 and a Master's degree in Psychology, with a focus on work, economy and society from the University of Mannheim (GER). She studied abroad for one semester during her postgraduate degree at the University of Connecticut (Storrs, USA)","Father, Patrick. Mother, Susanne. Younger brothers, Philip and Matthieu. Younger sister, Julie","Dutch, English, French, German, Spanish",National: Valentin Altenburg.<br>Club: Robbert-Jan de Vos,She was introduced to the sport by her family,"Sprinter Usain Bolt (JAM), eight-time Olympic champion (two in 2008, three in 2012, three in 2016);14-time world championship medallist (11 gold, two silver, one bronze)",,,,,
1561339,TRUE,SCHROEDER Anne,SCHROEDER A,Anne SCHROEDER,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Women'],9/11/94,DUSSELDORF,Germany,HAMBURG,Germany,Schrodi,,"Athlete, psychologist","Bachelor of Science, Psychology, University of Hamburg, Germany (2013-2017). Masters of Science, Psychology, University of Hamburg, Germany (2018-2022)",,German,National: Valentin Altenburg (GER),,"Hockey player Luciana Aymar (ARG), four-time Olympic medallist (two silver, two bronze), four-time World Cup medallist (two gold, two bronze), 10-time Champions Trophy medallist (six gold, three silver, one bronze).</p><p>Hockey player Ellen Hoog (DEN), three-time Olympic medallist (two gold, one silver), three-time World Cup medallist (two gold, one silver), three-time European champion (2005, 2009, 2011)",,,,,Indoor hockey: Represented Germany at the 2014 EuroHockey Indoor Championships and the 2018 Indoor Hockey World Cup 2018
1561341,TRUE,STAPENHORST Charlotte,STAPENHORST C,Charlotte STAPENHORST,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Women'],6/15/95,BERLIN,Germany,HAMBURG,Germany,Stapy,,Athlete,"Bachelor's degree, Architecture, HafenCity University Hamburg, Germany (2014-2020). Master's degree, HafenCity University Hamburg in architecture (2020-2023)",,"English, German",National: Valentin Altenburg (GER),"""My two brothers started playing just before me. They brought home trophies and stuff so it was easy for me to say 'I want to do that.'"" (fih.ch, 1 May 2020)","Hockey player Natascha Keller (GER), 2004 Olympic champion, five-time Olympian (1996, 2000, 2004, 2008, 2012), three-time European Nations Cup medallist (two silver, one bronze)",Her brothers,,,,
1561343,TRUE,WORTMANN Amelie,WORTMANN A,Amelie WORTMANN,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Women'],10/21/96,HAMBURG,,HAMBURG,Germany,"Kay, Milli",,"Athlete, student","Psychology, University of Hamburg, Germany",,German,National: Valentin Altenburg (GER),Was influenced to take up hockey by her father,,,,,,"Indoor hockey: Represented Germany at the 2018 EuroHockey Indoor Championship, Prague"
1561348,TRUE,WENZEL Benedetta,WENZEL B,Benedetta WENZEL,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Women'],3/31/97,,,BERLIN,Germany,,,Athlete,"Bachelor of Science, HafenCity University Hamburg, Germany (2016-2020). Master of science, Technical University Berlin, Germany (2020-2023)",,German,National: Valentin Altenburg (GER),,,,,,,
1561350,TRUE,HORN Kira,HORN K,Kira HORN,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Women'],2/12/95,HAMBURG,Germany,HAMBURG,Germany,,,Athlete,,,"English, German",National: Valentin Altenburg (GER),,,,,,,
1561352,TRUE,KUBALSKI Nathalie,KUBALSKI N,Nathalie KUBALSKI,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Women'],9/3/93,,Germany,,Germany,,,"Athlete, controller","Bachelor of Arts, Economics, Westphalian University of Applied Sciences, Germany (2014-2018). Masters degree, IU International University of Applied Sciences, Germany (2020)",,German,National: Valentin Altenburg (GER),,,,,,,Indoor hockey: Has played for Germany at the 2018 EuroHockey Indoor Championships
1561360,TRUE,KAUFMANN Paul-Phili,KAUFMANN PP,Paul-Philipp KAUFMANN,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Men'],6/21/96,MANNHEIM,Germany,,,,,Athlete,,,German,National: Andre Henning (GER),,,,,,,
1561362,TRUE,PRINZ Thies,PRINZ T,Thies PRINZ,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Men'],7/7/98,BERLIN,Germany,,Germany,,,Athlete,,,"English., German",Club: Pasha Gademan (NED)<br>National: Andre Henning (GER),,,,,,,
1561365,TRUE,HINRICHS Teo,HINRICHS T,Teo HINRICHS,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Men'],9/17/99,,,,Germany,,,"Athlete, student","Studies Business Administration, University of Manheim, Germany",,German,Club: Andrew Enrich (ESP) <br>National: Andre Henning (GER),,,,,,,"Indoor hockey: Has played for Germany at the 2018 EuroHockey Indoor Championships, Antwerp, Belgium"
1561374,TRUE,HELLWIG Malte,HELLWIG M,Malte HELLWIG,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Men'],10/23/97,,,,,,,"Athlete, sport soldier, student",Received a Bachelor's degree in Sport Science from the German Sport University Cologne in 2022 and is now pursuing a second degree from the University of Duisberg-Essen (GER),,German,,,,,,,,
1561377,TRUE,MUELLER Hannes,MUELLER H,Hannes MUELLER,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Men'],5/18/00,KOTHEN,Germany,,Germany,,,Athlete,,,German,Club: Benedikt Schmidt-Busse (GER)<br>National: Andre Henning (GER),,,,,,,
1561381,TRUE,WEIGAND Justus,WEIGAND J,Justus WEIGAND,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Men'],4/20/00,NUREMBURG,Germany,MANNHEIM,Germany,,"Playing basketball, tennis",Athlete,,,German,Club: Andrew Enrich (ESP) <br>National: Andre Henning (GER),He comes from a hockey family,,,,,,
1561386,TRUE,LUDWIG Moritz,LUDWIG M,Moritz LUDWIG,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Men'],9/14/01,,,,Germany,,,"Athlete, student, sport soldier","Studies at the University of Duisburg-Essen, Germany (2020-2024)",,German,Club: Tobias Matania (GER)<br>National: Andre Henning (GER),,,,,,,Indoor hockey: Has played for Germany at the EuroHockey Indoor Championships in 2020
1561393,TRUE,DAVIDSMEYER Emma,DAVIDSMEYER E,Emma DAVIDSMEYER,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Women'],3/30/99,,,HAMBURG,Germany,,,"Athlete, student",Studies Medicine,,German,,,,,,,,
1561395,TRUE,KURZ Stine,KURZ S,Stine KURZ,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Women'],5/20/00,STUTTGART,Germany,,Germany,,,Athlete,,,German,National: Valentin Altenburg (GER),,,,,,,Indoor hockey: Played for Germany at the EuroHockey Indoor Championships in 2020
1561397,TRUE,MICHEEL Lena,MICHEEL L,Lena MICHEEL,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Women'],4/29/98,BERLIN,Germany,HAMBURG,Germany,Mini,,"Athlete, student","Law, University of Hamburg",,German,National: Valentin Altenburg (GER),,,,,,,
1561398,TRUE,NOLTE Lisa,NOLTE L,Lisa NOLTE,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Women'],2/5/01,,Germany,,Germany,,,Athlete,,,German,National: Valentin Altenburg (GER),,,,,,,
1561399,TRUE,ZIMMERMANN Sonja,ZIMMERMANN S,Sonja ZIMMERMANN,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Women'],6/15/99,GRUNSTADT,Germany,FRANKENTHAL,Germany,Sonny,"Spending time with friends, playing tennis","Athlete, student","Business, University of Mannheim, Germany",,"English, German",Club: Teun de Nooijer (NED)<br>National: Valentin Altenburg (GER),Was inspired to take up hockey after watching the German women's team win gold at the 2004 Olympic Games in Athens,,,"""Discipline and organisation are definitely the key to success."" (team-tokio-mrn.de, 1 Jan 2020)",,,Tennis: Played at the youth national level
1561402,TRUE,DANNEBERG Jean-Paul,DANNEBERG JP,Jean-Paul DANNEBERG,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Men'],11/8/02,,Germany,COLOGNE,Germany,,,"Athlete, student",Studies Management Economics and Social Sciences at the University of Cologne (GER),,German,National: Andre Henning (GER).<br>Club: Pasha Gademan (NED),,,,,,,
1561405,TRUE,FLESCHUETZ Jette,FLESCHUETZ J,Jette FLESCHUETZ,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Women'],10/23/02,HAMBURG,Germany,HAMBURG,Germany,,,"Athlete, student",Studies Law,,German,National: Valentin Altenburg (GER),,,,,,,
1561408,TRUE,WEIDEMANN Linnea,WEIDEMANN L,Linnea WEIDEMANN,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Women'],9/15/03,,Germany,,Germany,,,Athlete,,,German,National: Valentin Altenburg (GER),,,,,,,
1561409,TRUE,WIEDERMANN Felicia,WIEDERMANN F,Felicia WIEDERMANN,Female,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Women'],1/28/02,,Germany,,Germany,,,Athlete,,,German,National: Valentin Altenburg (GER),,,,,,,
1561413,TRUE,PEILLAT Gonzalo,PEILLAT G,Gonzalo PEILLAT,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,['Hockey'],['Men'],8/12/92,BUENOS AIRES,Argentina,,Germany,,,Athlete,,"Partner, Florencia Martina Habif",Spanish,Club: Andrew Enrich (ESP) <br>National: Andre Henning (GER),,,,,,,
1561430,TRUE,MEBRAHTU Merhawi,MEBRAHTU M,Merhawi MEBRAHTU,Male,Athlete,ERI,Eritrea,Eritrea,Eritrea,Eritrea,ERI,173,0,['Athletics'],"[""Men's 10,000m""]",9/21/03,,Eritrea,ASMARA,Eritrea,,,Athlete,,,Tigrinya,,,,,,,,
1561708,TRUE,DANIEL Rahel,DANIEL R,Rahel DANIEL,Female,Athlete,ERI,Eritrea,Eritrea,Eritrea,Eritrea,ERI,168,0,['Athletics'],"[""Women's 10,000m""]",11/16/01,,Eritrea,ASMARA,Eritrea,,,Athlete,,,Tigrinya,,,,,,,,
1561770,TRUE,SEIDLER Philli,SEIDLER P,Phillip SEIDLER,Male,Athlete,NAM,Namibia,Namibia,Namibia,Namibia,NAM,0,0,['Marathon Swimming'],"[""Men's 10km""]",3/25/98,WINDHOEK,Namibia,SWAKOPMUND,Namibia,Flippy,"Surfing, listening to music",Athlete,"Studied Business Management, Marketing at Institute of Information Technology (NAM)","Mother, Nadja. Brother, Daniel",English,"Club: Daniel Seidler (NAM), his brother",Mum took him to swimming for physio and rehab after he fractured his upper arm. About a year later at age six he entered his first gala. His mum became his coach when he was 12 and following success in long-distance events she introduced him to marathon swimming,Mother Nadja,Family,"""If people aren't laughing at your dreams then your dreams aren't big enough."" (myInfo)",,,Surfing: Competed at U16 and U20 level
1561773,TRUE,TRAJKOVIC Milan,TRAJKOVIC M,Milan TRAJKOVIC,Male,Athlete,CYP,Cyprus,Cyprus,Cyprus,Cyprus,CYP,188,0,['Athletics'],"[""Men's 110m Hurdles""]",3/17/92,SURDULICA,Serbia,LIMASSOL,Cyprus,,"Gaming, watching sports",Athlete,"Graphic Design, Multimedia at Cyprus University of Technology (Limassol, CYP)","Wife, Niki","English, Greek, Serbian",Personal: Antonis Giannoulakis (GRE),Tried hurdles in a school competition and won,"Tennis player Novak Djokovic (SRB), has won an all-time record 24 Grand Slam men's singles titles, 2008 Olympic bronze medallist (singles), four-time Olympian (2008, 2012, 2016, 2020). </p><p>Hurdler Xiang Liu (CHN), 2004 Olympic 110mH champion, four-time world championships medallist (2007 gold, silver in 2005 and 2011, bronze in 2003)",Wife Niki,,,,
